,Time,F0,F0Err,PulsedFlux
0,4178524954.218978,0.13052935099597945,3.66560897191448e-07,0.044019509106874466
1,4178821966.439787,0.13052963340728752,2.2654270992461534e-07,0.03728581964969635
2,4179167673.96616,0.1305289056874912,2.6924661256089166e-07,0.04015818610787392
3,4179513249.394414,0.13052858884621324,2.279281545725098e-07,0.04193667694926262
4,4179859711.5879607,0.1305284549145603,2.433384622690937e-07,0.04294012859463692
5,4180204391.0284166,0.13052861452199868,2.1218438917003368e-07,0.05275863781571388
6,4180551304.8279,0.1305280827157904,2.0906705344714283e-07,0.057040080428123474
7,4180896716.387861,0.13052787305479793,2.2600801230510115e-07,0.05867753177881241
8,4181241086.5830483,0.13052758878476803,2.0803926759072056e-07,0.06111890450119972
9,4181586819.699068,0.13052669218569818,2.4535003717574e-07,0.04953485727310181
10,4181933207.1398973,0.13052657341614712,1.8426099757107295e-07,0.06167396903038025
11,4182277897.8391957,0.13052688682169789,1.2327461718086852e-07,0.07529065757989883
12,4182623848.0496664,0.1305264260861719,1.268808773602359e-07,0.07092353701591492
13,4182969098.858466,0.1305261273464056,1.6069799357865122e-07,0.06234649196267128
14,4183314762.3451104,0.13052592050368325,2.370181562127982e-07,0.051054589450359344
15,4183661160.0359406,0.1305253718997096,1.547969503690183e-07,0.06373035162687302
16,4184006397.5494947,0.13052522621522686,2.0092842589747306e-07,0.06926315277814865
17,4184351498.867864,0.13052495107891518,2.471335278642073e-07,0.052465278655290604
18,4185044885.091989,0.13052413002782437,3.0647413495898945e-07,0.04648765176534653
19,4185389248.114382,0.13052466629193482,2.2850905168070312e-07,0.05188239738345146
20,4185734131.311147,0.1305236052025073,1.951642047970381e-07,0.05186348408460617
21,4186080556.6438375,0.1305235648821795,1.8081222208365944e-07,0.06766416132450104
22,4186425377.38493,0.13052310003173517,2.5720532903505955e-07,0.040966421365737915
23,4186770766.453491,0.13052318520484765,1.8498357690077682e-07,0.054988838732242584
24,4187116497.516931,0.13052296203827543,1.480911464568635e-07,0.05575041472911835
25,4187462097.5137315,0.13052273047786958,1.654977097587107e-07,0.055622201412916183
26,4187807598.184489,0.1305221978793771,1.2224651868564251e-07,0.06767643243074417
27,4188153869.9238696,0.1305212872994141,1.7366953386499517e-07,0.057122569531202316
28,4188498827.8844476,0.13052218764160844,2.989426661770267e-07,0.04641348123550415
29,4188845598.3179917,0.1305209024075755,2.4843782853167795e-07,0.03793364018201828
