,Time,F0,F0Err,PulsedFlux
0,4725479446.70829,0.0014547151499949135,1.249050711749078e-07,1.1517046689987183
1,4725650332.610604,0.001454649678130906,1.2400482773955446e-07,0.9208101630210876
2,4726341389.820403,0.0014537476520204518,1.4764333400307805e-07,0.5430430769920349
3,4726689217.581568,0.0014551913351643457,1.4713639018282265e-07,0.5441962480545044
4,4726862444.977429,0.0014553065881994101,2.015760998119731e-07,0.4125802516937256
5,4727035009.423951,0.0014549698078160597,7.254324430050474e-08,0.6954795718193054
6,4727199506.583279,0.0014547513239366171,2.1888503454192687e-07,0.6310988664627075
7,4727372117.020344,0.0014551002155738174,4.937174580277315e-08,0.836366593837738
8,4727552814.083917,0.0014545190732491342,1.454391167499125e-07,0.5087855458259583
9,4727725391.338103,0.0014548527141278618,1.7834294396834593e-07,0.4004603922367096
10,4727896368.67842,0.001454435811616118,7.204401697435969e-08,0.770799994468689
11,4728026271.302986,0.001454355381748238,1.3219084848969942e-07,0.763312578201294
12,4728409008.650714,0.0014547642155993184,9.446541326951774e-08,0.6221681833267212
13,4728581085.73085,0.0014547726426979409,1.122495518757205e-07,0.5759196281433105
14,4728794636.990122,0.001454594626650246,6.965067456121687e-08,1.4819167852401733
15,4728925455.787659,0.0014546421681160945,5.665745916871856e-08,1.6485697031021118
16,4729130960.432281,0.0014546495615771846,8.086477265578651e-08,1.1879944801330566
17,4729270927.088235,0.0014547105968953466,7.314196892593827e-08,0.9249674081802368
18,4729446703.410674,0.0014546581045049602,8.507099380494765e-08,0.7147217392921448
19,4729614206.584814,0.001454330723980551,2.0333415307050018e-07,0.5074990391731262
20,4730142024.631033,0.0014545079813372747,2.2283586531557376e-07,0.3569290339946747
21,4730315014.385657,0.0014547417448523428,1.0271978823084282e-07,0.5188916921615601
22,4730664679.589781,0.0014551525285458737,1.1852989700855687e-07,0.6271686553955078
23,4731351902.925228,0.001455825933271792,3.0684927310176136e-07,0.4576316773891449
24,4732042897.718707,0.0014555212652865017,1.526732660295238e-07,0.501039981842041
25,4732216445.175602,0.0014558955130765092,1.3304632773269987e-07,0.6976195573806763
26,4732388716.982115,0.001456032485387138,2.6562306132404956e-08,1.676722764968872
27,4732560019.980666,0.0014560999791207723,7.190471507101392e-08,1.0845637321472168
28,4732734589.012821,0.0014562187140132288,7.684636216254148e-08,0.9675557613372803
29,4732899694.956379,0.0014562238722961314,1.0085341983767648e-07,0.7490362524986267
30,4733072137.98244,0.0014562452710338066,1.8848304250695946e-07,0.4244864284992218
31,4733596153.477894,0.0014559192155956333,7.132570800649773e-08,0.6224254965782166
32,4734115746.842338,0.0014559271672325883,1.1543466627017551e-07,0.5654072761535645
33,4734288704.601191,0.0014560342992645373,8.305515564188681e-08,0.8004726767539978
34,4734420778.731982,0.0014558510932070419,1.208456978929462e-07,0.9563451409339905
35,4734635548.941349,0.0014559697230688729,3.7712482026108773e-08,0.8315849900245667
36,4734817779.096244,0.0014555320432829602,1.8438028348555235e-07,0.33808979392051697
37,4735163601.093813,0.001456046359958184,2.957054618946131e-07,0.6161410808563232
38,4735677991.910157,0.001455550713052936,2.3710533980647597e-07,0.44790610671043396
39,4735846713.217353,0.0014560000554150177,1.3499848705578188e-07,0.7704073190689087
40,4736017523.960849,0.0014561653344497304,9.122727107069295e-08,1.1229411363601685
41,4736188670.7509985,0.0014556969727279165,1.0059733313028119e-07,0.7461047768592834
42,4736362862.695597,0.0014559364153929495,8.952571306508617e-08,1.2768319845199585
43,4736577394.177711,0.0014561951895315096,2.3134032289817696e-07,0.4901503324508667
44,4736709831.270514,0.001456452902490488,1.5243062989611644e-07,0.44454166293144226
45,4736878093.454611,0.0014565037907834431,2.1046234621735493e-07,0.30037781596183777
46,4737050411.809604,0.0014565146654888393,2.434389330119302e-07,0.2875010073184967
47,4737222624.011555,0.0014565710850110345,7.425062875654476e-08,0.519561767578125
48,4737395087.743738,0.0014563155989605068,2.0188468852211372e-07,0.32002541422843933
49,4737742708.341835,0.001457237875104561,1.8535904189320718e-07,0.4639166295528412
50,4737917704.605547,0.001458263825680736,3.3280041833450014e-08,1.0014259815216064
51,4738086046.277537,0.001459175318018799,5.380557155376664e-08,0.9656619429588318
52,4738264006.679307,0.001459501382402971,6.991699308400712e-08,0.8421637415885925
53,4738438047.004329,0.0014598792585612708,8.133135764865074e-08,1.1183195114135742
54,4738614110.509581,0.001460397346828451,1.0717099030443933e-07,0.9420607089996338
55,4738799471.618313,0.0014608329864363148,1.238357612010077e-07,1.0746567249298096
56,4739480699.542381,0.0014625195627178639,5.02656511969235e-08,1.5312501192092896
57,4739654404.761002,0.0014620620995056028,7.012974378994841e-08,1.6002379655838013
58,4739822326.2637205,0.0014618284242302578,1.4030035799805773e-07,0.9955242276191711
59,4739993200.611222,0.0014614404037765875,1.933646984753068e-07,0.9911584258079529
60,4740166294.093943,0.0014616240741888373,1.9196359346551617e-07,0.7117841243743896
61,4740342882.2962475,0.001461297362744971,8.830239295321007e-08,0.9298387765884399
62,4740515843.515186,0.0014611635917221772,1.423514675025217e-07,0.6869557499885559
63,4740827848.837335,0.0014614133504619075,3.4612540389389324e-07,0.408561646938324
64,4741022173.425916,0.0014614828521623082,1.1472982208715621e-07,0.5168251395225525
65,4741188371.755294,0.0014612413321434617,1.8674548130093171e-07,0.36456605792045593
66,4741369485.911731,0.0014613499218432257,2.7420739456829324e-07,0.4365726411342621
67,4741545455.551634,0.0014613123883584003,5.6138475201805704e-08,0.8853545784950256
68,4741715574.889988,0.0014615893975951702,8.636651216420432e-08,0.6281157732009888
69,4741891193.8930855,0.0014612116158799313,1.1404112143509337e-07,0.40614789724349976
70,4742064429.481551,0.0014611989260157514,1.0900320290829768e-07,0.5247842073440552
71,4742240949.930798,0.0014610792196581444,1.4108707091509132e-07,0.5764909386634827
72,4742404686.066769,0.0014607400218563946,1.511794494035712e-07,0.4654127359390259
73,4742589028.533594,0.001461127424591971,1.6877569919415691e-07,0.3898411691188812
74,4742766446.995619,0.0014609964806923626,7.979961225146326e-08,0.8184930682182312
75,4742936184.443264,0.0014613999993972851,9.518604571212563e-08,0.9173959493637085
76,4743111648.646192,0.0014613380048195017,1.7038655641954392e-07,1.0893129110336304
77,4743287487.229357,0.0014611688172770719,1.1614551453931199e-07,0.9716774225234985
78,4743453043.592651,0.0014613702098110568,8.169410392611098e-08,1.689584493637085
79,4743819467.411958,0.001461489238742677,1.1675709998826278e-07,0.4872998893260956
80,4744834832.99299,0.0014603975957540518,1.5621394311438053e-07,0.6188239455223083
81,4745004171.919757,0.0014607208757259293,1.869312171720594e-07,0.28962334990501404
82,4745170763.63486,0.0014604197699511882,7.917041955352033e-08,0.5433691740036011
83,4745347900.064483,0.0014603979086524855,1.0285585716474088e-07,0.4217269718647003
84,4745692400.379051,0.0014594777731323763,1.8561345882517344e-07,0.3157374858856201
85,4745865178.295732,0.0014593517201295194,1.3980596236251586e-07,0.4012930393218994
