,Time,F0,F0Err
34,48064453.22106716,0.0019033156479852612,3.366029943663307e-08
35,49485422.91558534,0.0019033705796722953,4.839872858042327e-08
36,50893144.25346111,0.001903103800475019,3.09726360114837e-08
37,52161854.32238811,0.0019030884375297217,3.467964049264083e-08
38,53595644.460012764,0.0019029804407527072,3.925463687437514e-08
39,55014141.099607944,0.0019029643394634969,3.2181048936763545e-08
40,56306014.15443085,0.001902896306759783,4.353180571570192e-08
41,57761242.89212816,0.0019029487376025684,3.93624333128173e-08
42,59123565.03899542,0.0019029469166721878,4.92123639617148e-08
43,60500943.66726573,0.0019028914213708994,5.564398009028082e-08
44,63252992.12407535,0.001903256903564684,5.734067443086133e-08
45,64803646.9596186,0.0019029788880198825,3.879969412423634e-08
46,66045059.47025023,0.0019030268983774735,3.5600162817672754e-08
47,67420898.34262775,0.0019030409075759954,3.508374391003599e-08
48,68889933.4826764,0.001903038470973605,3.002878656843677e-08
49,70160006.01858655,0.0019029742852221762,3.42786989904198e-08
50,71624999.26594009,0.0019028443781334663,4.3122856396848874e-08
51,72920609.05319732,0.0019029844473102005,5.409902570363556e-08
52,74367845.70569351,0.0019027645920230043,3.9715860822298055e-08
53,75670666.64825028,0.0019029723691896612,5.699921601376445e-08
54,77098511.05520307,0.0019028924922037287,3.953251237476252e-08
55,78583004.84471954,0.001902798731131425,2.8987194866658683e-08
56,79827903.07983232,0.0019029231650062324,3.908218459969248e-08
57,81223157.6458225,0.0019029862475847007,4.515451124120773e-08
58,82588282.3365185,0.0019030284158688374,4.185109503396234e-08
59,84035282.74127994,0.0019030622615688138,3.4647335667159496e-08
60,86725601.56764072,0.0019030368728348828,5.08000290722066e-08
61,88209321.45105454,0.0019028704487427613,9.154971536418088e-08
62,89522531.04101387,0.001903037432991087,3.173107998577507e-08
63,90928732.99307032,0.0019031349919803261,6.258801477088127e-08
64,92382751.64687277,0.0019028119515411088,2.6520542206753817e-08
65,93666283.86967744,0.0019026240311728752,5.156618954060832e-08
66,96643949.5778537,0.0019023249140824358,4.146667720306141e-08
67,97855835.10793447,0.0019026014574934375,2.7305453897952248e-08
68,99150426.28459507,0.0019026887958800821,4.3700797647261425e-08
69,103310563.54361074,0.0019023568596834497,4.206464510048136e-08
70,104723621.50103354,0.0019024101587094104,3.2652362591534256e-08
71,106338485.03892717,0.0019023525076053958,3.6339937281582024e-08
72,108871143.94384114,0.0019025967518204205,4.7110045642284604e-08
73,110530280.23841798,0.0019026413376625254,4.8128143248504784e-08
74,111615082.65071121,0.0019025980512368378,3.880005650103158e-08
75,113051542.68968913,0.0019027135018330917,4.687652221946337e-08
76,114527011.01257357,0.0019025970597155936,3.3579595992705435e-08
77,115789514.98616016,0.0019025877167445438,3.9815759578232246e-08
78,117179008.02592468,0.0019024291871996093,3.480139199041332e-08
79,118652874.7295034,0.0019023859899093567,4.044204970909959e-08
80,119925307.40536864,0.0019024005594685794,6.072277614066479e-08
81,121200665.30490224,0.0019022152437107743,5.023985139018805e-08
82,122816906.02193078,0.001902237373900684,5.974920469498102e-08
83,124204498.68048853,0.0019021769440854034,5.4698997331570354e-08
84,125428477.80942684,0.001901984527979894,2.972790369426548e-08
85,126841847.2101488,0.0019020222084280844,3.3867369353401955e-08
86,128189841.85836563,0.0019019324059492604,3.080370447605674e-08
87,129800666.64358497,0.0019019491118209275,4.493026040108816e-08
88,130996304.7031119,0.0019019162429344007,3.112869251253869e-08
89,133842734.78430693,0.0019018989363508332,4.8686711551226836e-08
90,136583006.20982882,0.0019019371380263942,4.951575149902965e-08
91,138031232.87598175,0.0019018967200242142,4.736426362228485e-08
92,139164633.09126037,0.0019018560699743095,4.44674519428645e-08
93,143472630.81841877,0.001901602837462903,4.593702485067297e-08
94,144840532.0121957,0.001901592332881663,3.771364731619542e-08
95,146346912.66085455,0.0019015803384215065,5.17452072301694e-08
96,147616355.03000826,0.0019015339150422403,2.9664507295024123e-08
97,148946043.44647962,0.0019014112988185478,3.790038149986685e-08
98,150443532.45066202,0.001901467424280286,3.5782697693775845e-08
99,151782966.6826406,0.001901523320532007,2.853070135699909e-08
100,153133163.79577637,0.0019014512227308051,4.0862410344288946e-08
101,154522243.5568701,0.0019014620082431462,4.410630793927339e-08
102,155962616.604705,0.0019014929483243226,3.300628392821636e-08
103,157206920.28806192,0.0019015062000642502,2.673535526298565e-08
104,158732564.30477536,0.001901494665726673,4.6156067412539414e-08
105,160030272.1640921,0.0019013205905102132,3.8250320244515024e-08
106,161450227.27824286,0.001901235041555683,4.6233633810288666e-08
107,164156941.25328362,0.0019011159406367919,3.918748703313213e-08
108,165801008.895697,0.001901081405372084,7.146193325979766e-08
109,166917572.7970475,0.0019011394120046238,3.838608009232303e-08
110,168248266.600811,0.0019010096191742808,3.066026010856149e-08
111,169916744.97477213,0.0019009352260143677,3.487591371253984e-08
112,172573885.49989527,0.0019007144464616406,8.093990544466578e-08
113,173929735.67997584,0.001900917539048201,5.686271720151126e-08
114,175312644.73334402,0.001900937954093579,2.8511040639500607e-08
115,176666512.66258985,0.0019008717477941887,4.49668711155482e-08
116,179443456.40336385,0.0019008869699856826,3.8349270425896975e-08
117,180745978.83269805,0.001900876588718861,4.226630068160375e-08
118,182075619.3938328,0.0019007028583589787,4.174725276584468e-08
119,183630445.47472334,0.0019006222519099838,3.872692744266715e-08
120,184897756.54559273,0.0019008731494638406,2.5322908214775453e-08
121,186320307.81612423,0.0019009015762312003,2.5198088948741315e-08
122,187790859.53778982,0.0019009626402596211,3.502371725971898e-08
123,189080277.38436484,0.0019010410825037816,2.2845391356440814e-08
124,190332993.63171926,0.001900907273322058,4.1435058051320084e-08
125,191909274.92776284,0.0019008928338127664,3.0986093690899e-08
126,193279155.07164624,0.0019008222615921864,3.162169548431848e-08
127,197442428.9498141,0.0019004659073608978,2.3892267719816118e-08
128,201503660.05403882,0.0019004966842691194,5.990648332954152e-08
129,203060721.10416117,0.0019003422411596324,8.07892277521205e-08
130,207190856.03395706,0.0019001956505767079,2.9221272512813812e-08
131,208389062.12760228,0.0019001271822694738,2.990886116549518e-08
132,209850983.773991,0.0019001282060392283,5.8408303971191344e-08
133,211272094.40937743,0.0019001233318675368,4.8913623373891824e-08
134,212566336.4183144,0.0019000986563405201,3.882533405885624e-08
135,213946128.75435928,0.0018999760793016879,3.08857934783191e-08
136,216797228.13810697,0.001899955771235166,2.7832943061412152e-08
137,218101212.47035965,0.001900005322110849,2.600093651494717e-08
138,219455594.34086707,0.001899965489403563,5.8750771358973e-08
139,221012332.38998538,0.0018998463924690917,6.567459820416843e-08
140,222157378.52236655,0.0018998408952481279,3.408573689966943e-08
141,225050815.35719877,0.0018994654686442407,3.916409241355723e-08
142,226309887.8176345,0.00189931171060603,5.769012290102182e-08
143,227718585.0704712,0.0018993591416448046,7.072971897059688e-08
144,229138132.43829644,0.0018993805171986285,3.196399589455723e-08
145,230566446.64448196,0.0018993522782244972,4.862573632635758e-08
146,234901647.86282375,0.0018993127230022646,4.710560830289978e-08
147,239043000.77824855,0.0018995854731166497,4.391243635382125e-08
148,240151254.55362964,0.0018994393997830272,2.8812818797518958e-08
149,243064180.71115616,0.0018992989309283446,5.418084469965834e-08
150,244341240.31405392,0.0018992582263910064,2.3435347884515068e-08
151,245733466.29597846,0.0018991708499773885,2.583638192277249e-08
152,247173172.7487718,0.0018992378940238253,4.0307075011014604e-08
153,248586494.10331437,0.0018993044928062941,3.8041388705778445e-08
154,249945732.90483397,0.0018993436878092713,4.805730924317686e-08
155,251302778.65755802,0.0018992001725254566,4.1022499175369376e-08
156,252728486.8724898,0.0018992786980299107,5.322185359091236e-08
157,254026996.638232,0.0018992834160800217,4.445636747618664e-08
158,256885602.1861429,0.001899360987123101,2.826381084730656e-08
159,258084791.97185054,0.0018992808020479454,3.1694185054220725e-08
160,259540637.9301489,0.0018992767891805606,5.065122721248372e-08
161,261028291.73212197,0.0018991404547863194,5.932492186389027e-08
162,262511496.37178367,0.001899201691711977,4.4033647839114565e-08
163,263747392.3611126,0.001899226546282683,3.5862370850736625e-08
164,265139981.0266494,0.0018991359799458416,4.395907993171022e-08
165,266622166.9740921,0.0018991714957830228,4.003253195605794e-08
166,267798627.47244096,0.00189915135329192,2.814936372885768e-08
167,269328195.0778128,0.0018993393108957526,2.933737874855069e-08
168,270635880.0825132,0.001899337144545658,4.649550788826673e-08
169,271969850.4465943,0.0018992581407638442,2.996401349264488e-08
170,273356915.8861248,0.0018992494571166852,5.6114483726332764e-08
171,274862807.3796875,0.0018992122722912245,4.060080627255047e-08
172,276188871.9238912,0.0018991760872188027,4.863593261461574e-08
173,277590519.8692806,0.0018991136128613585,2.499782070231049e-08
174,278983245.846721,0.0018990714614423698,3.819945249006196e-08
175,280440251.4568829,0.0018989637667011453,5.38174269593128e-08
176,281620212.56211686,0.0018988839877117972,4.6835417322199646e-08
177,283047379.6251186,0.0018988506352870648,4.309200818397585e-08
178,284416999.07733047,0.0018988885931653667,3.7119225027026914e-08
179,285941250.29529005,0.0018989347676808864,4.051355873002649e-08
180,287240921.81137687,0.001898831660232668,3.3944232313842804e-08
181,288664187.4235471,0.0018988690833213957,4.1837630249119684e-08
182,289867281.5963294,0.0018989124273637906,2.885590610901545e-08
183,291366456.5824094,0.0018989076806459936,4.091408811746078e-08
184,292804642.9790924,0.0018987889200165497,2.999751913534965e-08
185,294330120.07664675,0.0018988383930691633,3.5688273669620685e-08
186,295382389.91143477,0.0018988435041662418,6.081160108806216e-08
187,296868033.2854848,0.0018988786244855023,5.210501541341728e-08
188,298511482.5082912,0.0018988162854831308,3.672034765145327e-08
189,299454507.28327584,0.0018986738334458057,4.368235906326845e-08
190,300967085.98415583,0.0018984074905249975,6.065840807423228e-08
191,303776052.2200869,0.0018987004466951922,2.5385125113075446e-08
192,305118365.68936276,0.0018987305365956073,3.6510392931177194e-08
193,306633624.62529325,0.001898505175658621,3.468750975343937e-08
194,308091241.0982383,0.0018985083195440632,3.8319598161251633e-08
195,309372789.3734191,0.0018984390857235873,4.0011268964690316e-08
196,310712438.42131793,0.0018984542057156784,4.169633527340011e-08
197,312148008.25190204,0.0018983604121294974,2.959523826007171e-08
198,313343725.2070714,0.001898306248587478,4.329326230845254e-08
199,314820810.1083033,0.001898543408330595,2.8804620910705125e-08
200,316524832.8742962,0.001898422468672649,4.112769502739866e-08
201,317565264.83416647,0.0018983309743323118,4.1617116863790216e-08
202,319057859.04000473,0.00189830689936253,3.122940128719165e-08
203,320381424.80892605,0.0018985111523288055,2.880979366182146e-08
204,321824406.6112597,0.001898526194258411,3.3657908460327235e-08
205,323165457.1630879,0.0018985273798823956,2.6291713695059116e-08
206,324641954.0440878,0.0018984775989407717,5.148364934370875e-08
207,327157973.8687259,0.0018984489141231637,4.846324941354396e-08
208,331300268.38778716,0.0018984563472699304,3.888279209718348e-08
209,334334131.15003484,0.0018986249286758212,3.715661378578261e-08
210,335579868.77652615,0.0018986016531428345,6.682819275738439e-08
211,336984715.5890561,0.0018985085010947383,3.875289777965918e-08
212,338436536.91071135,0.0018985261547660635,3.378176671731126e-08
213,339865439.53655654,0.0018985758471982207,4.547707632696074e-08
214,342507919.92293864,0.0018983759310083985,4.5184609831494527e-08
215,344008717.0405911,0.00189839366343268,2.6126505403567535e-08
216,345216024.07816094,0.001898467944198714,2.5151061677775033e-08
217,346694833.2288528,0.0018985686115378538,2.802584830874366e-08
218,348174857.0478814,0.0018985173861418333,5.4920832326388336e-08
219,349428873.71288747,0.001898551622159703,2.3665940318551293e-08
220,350897479.6378677,0.001898453346431075,4.6932509434327585e-08
221,352193600.24684185,0.0018987001827236955,5.0983196331344516e-08
222,353661339.77926546,0.0018987505450497363,2.9183320648940025e-08
223,354940626.9572991,0.0018985945660112279,4.1232553371628455e-08
224,356393817.7939744,0.0018985418565234842,3.6736764741363004e-08
225,357862598.7074794,0.0018984746152860095,3.0161260156091885e-08
226,358906433.64649165,0.0018986055582128865,3.222792344104164e-08
227,363171433.20853144,0.0018987548061292095,3.4457038111668226e-08
228,366095781.8970079,0.001898768285942303,3.339592424822513e-08
229,366095781.8970079,0.001898768285942303,3.339592424822513e-08
230,367418499.4164137,0.0018988072940388304,4.654740237697297e-08
231,368766112.92086583,0.0018989924536833439,3.1238919007137156e-08
232,370279676.6725203,0.0018990266971038586,3.9463277090590054e-08
233,371648966.01239073,0.0018990519325492838,2.5200522557611293e-08
234,372864198.8999728,0.001899266631260786,2.3915880831282266e-08
235,374369829.23659295,0.0018992672947600654,5.834395011561355e-08
236,375734858.0216,0.001899236548125185,4.7767986899316384e-08
237,376998448.08280295,0.0018992937844017543,2.870212867378541e-08
238,378449754.9102997,0.0018995753797903276,2.6128072150299886e-08
239,380078275.4415206,0.0018995772510740363,9.051223059941549e-08
240,381196748.02153456,0.0018997431229209932,2.6811807884996597e-08
241,382653422.6176727,0.0018998831072877026,2.824695499725749e-08
242,383928137.1590169,0.0018998933572795425,2.1092715130066608e-08
243,385549157.9329435,0.0018999187199164511,3.391960134990768e-08
244,386708875.6944134,0.0019000014029513527,3.117321156764774e-08
245,388143894.73771083,0.001900079157030672,3.540256443557155e-08
246,389642754.81358606,0.0018998904197277766,5.7249337714893045e-08
247,390726441.1796696,0.0018999448060405774,3.0766063474629846e-08
248,392287249.58470124,0.0019003179216631177,4.555835531050434e-08
249,394997041.49702704,0.001900395527396493,3.1755913454389884e-08
250,397903821.8643345,0.0019003710005042142,3.3254064391030624e-08
251,399243663.5781498,0.001900358724359959,5.0858211864124314e-08
252,400563055.30149627,0.0019002538977829066,4.516882157190594e-08
253,402017725.644984,0.001900064616288778,4.359666760933578e-08
254,403392881.3050777,0.0019000255191601826,3.8311416261649356e-08
255,404643018.94751585,0.001900042928684954,3.3536561971914125e-08
256,406084184.92734283,0.001900116538699435,8.286260566592318e-08
257,407514701.94478166,0.001899903988499066,6.485088022145646e-08
258,408879533.31016636,0.0018998370021342168,4.681487197899514e-08
259,411653415.20479906,0.0018998964135660329,3.104090140482185e-08
260,413076659.6863412,0.0019000907972502252,4.1224289759611565e-08
261,414448953.4130985,0.0019001179543021074,2.8115168859699224e-08
262,415784073.11058235,0.001900325276763838,3.297211037533998e-08
263,417259525.99305254,0.001900619615797215,3.6670865455334933e-08
264,418487152.62114584,0.0019005693016078415,4.299729639001271e-08
265,419808699.7263396,0.0019006304859571581,5.2920800186484485e-08
266,421528280.6904412,0.001900510181642962,6.121506856970882e-08
267,422599224.9324413,0.001900438460245288,4.695532496157284e-08
268,426820850.206153,0.0019003797032068751,6.48761968591316e-08
269,428217224.14901894,0.0019002552168914005,3.7761079596521085e-08
270,432398337.0167881,0.0019002970841041362,3.280627680624093e-08
271,433803160.842621,0.0019002868868441107,3.159643213734853e-08
272,435147205.59744006,0.0019004320684444546,3.272976556445428e-08
273,436518473.0596076,0.0019002446894070433,4.917439611062946e-08
274,437862155.06647027,0.0019004273666629358,3.552171179421748e-08
275,439236190.9604213,0.0019005735122701484,3.986094299079923e-08
276,440635418.3575671,0.0019005979790461122,4.390606633819516e-08
277,441999836.9676041,0.0019006374316158595,5.0211923507959e-08
278,443255471.69332427,0.0019006733076536385,6.55014886774552e-08
279,444910717.0336701,0.0019006197046260134,4.6442419687764414e-08
280,446275872.320945,0.0019006408425502675,5.0129091988537766e-08
281,447557922.799467,0.0019006194077562182,4.578673085120499e-08
282,449100419.05009246,0.0019005127010065228,3.500309375681354e-08
283,450216835.8868061,0.001900368621055552,3.780430191113737e-08
284,453242398.0424906,0.001900281901128246,4.2041257586333813e-08
285,454447640.07759494,0.0019002393808497107,5.6711680684884413e-08
286,458736003.59984034,0.0019004938151588578,3.040894114292314e-08
